0	10	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	25	0	25	120	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
30	25	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	40	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	25	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	120	0	0	0	0	15	25	20	30	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	25	15	0	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
0	0	0	0	0	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
0	0	0	0	0	120	0	0	0	0	0	25	35	15	20	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	25	0	20	0	25	0	0	0	0	0	135	0	0	0	0
0	0	0	0	0	0	0	0	0	0	35	20	0	30	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	15	0	30	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	30	0	25	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	15	0	0	0	0	0	0	0
0	105	0	0	0	0	0	0	120	0	0	0	0	0	0	30	15	0	10	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	10	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	180	0	135	0	0	0	0	0	0	0	0	0	10	0	30	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	0	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	25	0
